num;G_State;G_City;G_Study;A1_Gender;A10_LevInc;EduF;EduM;Rank;PaysVis;Nblang;VecuEtranger;D2_tot
3095;BEL;LGG;ENG;M;Inc3;3;3;Nat;Vis5;3lang;etra_N;beauty freedom economy small exchange
3096;BEL;LGG;ENG;M;Inc1;2;1;Loc;Vis5;3lang;etra_N;open minded melting   
3097;BEL;LGG;ENG;M;Inc3;3;3;Oth;Vis_1a4;2lang;etra_N;the west capitalism   
3098;BEL;LGG;ENG;M;Inc3;3;3;Sup;Vis5;2lang;etra_N;euro education life is enjoyable human rights 
3100;BEL;LGG;ENG;M;Inc3;3;3;Oth;Vis_1a4;2lang;etra_N;language money euro  
3101;BEL;LGG;ENG;M;Inc2;3;3;Mul;Vis_1a4;2lang;etra_N;car dog   
3102;BEL;LGG;ENG;M;Inc3;3;3;Inf;Vis_1a4;0-1lang;etra_N;european union    
3103;BEL;LGG;ENG;M;Inc2;3;3;Sup;Vis_1a4;4+lang;etra_N;technology invention economic union free movement
3104;BEL;LGG;ENG;M;Inc3;4;4;Nat;Vis5;2lang;etra_O;history rich small countries languages research
5952;BEL;BRU;POL;F;Inc3;2;2;Sup;Vis5;4+lang;etra_N;international multicultural free democratic non-religious
5954;BEL;BRU;POL;F;Inc3;4;4;Nat;Vis_1a4;3lang;etra_N;euro right westerner travel 
5955;BEL;BRU;POL;F;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;cosmopolitan exchange unity  
5956;BEL;BRU;POL;F;Inc2;2;2;Glo;Vis5;4+lang;etra_N;cold social insurance secularism education asociability
5957;BEL;BRU;POL;F;Inc3;4;4;Oth;Vis5;4+lang;etra_O;union solidarity loyalty progress compromise
5958;BEL;BRU;POL;F;Inc3;4;4;Mul;Vis5;4+lang;etra_O;unity development respect of rights  
5959;BEL;BRU;POL;F;Inc3;4;4;Nat;Vis5;2lang;etra_N;attempt of union money disorganized privilege modernity
5960;BEL;BRU;POL;F;Inc2;4;4;Glo;Vis5;4+lang;etra_O;union assembly   
5961;BEL;BRU;POL;M;Inc1;4;4;Oth;Vis5;4+lang;etra_O;democracy multiculturalism numerous membership unity in diversity 
5962;BEL;BRU;POL;F;Inc3;;4;Nat;Vis5;3lang;etra_N;union mainland diversity westerner political
5963;BEL;BRU;POL;F;Inc3;3;4;Sup;Vis5;3lang;etra_N;the west modernity capitalism tolerance diversity
5964;BEL;BRU;POL;F;Inc1;4;2;Glo;Vis5;2lang;etra_O;mainland history war power conquest
5965;BEL;BRU;POL;M;Inc4;4;3;Sup;Vis5;3lang;etra_N;the west unity economy democracy political
5966;BEL;BRU;POL;F;Inc4;4;4;Sup;Vis_1a4;4+lang;etra_O;the west free movement democracy example protection
5968;BEL;BRU;POL;F;Inc3;3;4;Sup;Vis5;3lang;etra_N;unity trade un nato protection of basic rights
5969;BEL;BRU;POL;F;Inc2;2;3;Mul;Vis5;2lang;etra_N;union pacifism peace freedom movement
5970;BEL;BRU;POL;M;Inc3;4;4;Loc;Vis5;4+lang;etra_N;colonization patrimony capitalism immigration democracy
5971;BEL;BRU;POL;F;Inc2;3;2;Sup;Vis5;2lang;etra_N;freedom economic growth pacifism democratic examplary
5972;BEL;BRU;POL;M;Inc3;2;3;Loc;Vis5;3lang;etra_N;peace solidarity economy consensus 
5973;BEL;BRU;POL;M;Inc2;2;4;Oth;Vis5;4+lang;etra_O;rich beautiful arrogant selfish 
5974;BEL;BRU;POL;F;Inc2;3;3;Loc;Vis_1a4;4+lang;etra_N;european union erasmus euro commission enlargement
5975;BEL;BRU;POL;F;Inc2;2;3;Nat;Vis5;4+lang;etra_O;progress euro european  
5976;BEL;BRU;POL;M;Inc3;3;3;Mul;Vis5;3lang;etra_N;union abstract organization help mutual help
5977;BEL;BRU;POL;M;Inc3;2;2;Glo;Vis5;2lang;etra_N;freedom social union people brussels
5978;BEL;BRU;POL;M;Inc2;4;4;Sup;Vis5;4+lang;etra_O;union the west history culture 
5979;BEL;BRU;POL;F;Inc2;4;4;Loc;Vis5;4+lang;etra_N;unity modernity age freedom future
5980;BEL;BRU;POL;F;Inc3;4;4;Loc;Vis5;3lang;etra_N;peace cosmopolitanism supranationality future euro
5981;BEL;BRU;POL;M;Inc4;3;4;Oth;Vis5;3lang;etra_O;democracy secularity freedom peace 
5982;BEL;BRU;POL;F;Inc3;4;4;Glo;Vis5;3lang;etra_O;old/new world supranationality union metropolis free world
5983;BEL;BRU;POL;M;Inc3;3;4;Glo;Vis5;2lang;etra_N;christianity white   
5984;BEL;BRU;POL;F;Inc3;4;4;Loc;Vis_1a4;3lang;etra_N;union peace cosmopolitanism problems 
5985;BEL;BRU;POL;F;Inc2;4;3;Nat;Vis5;3lang;etra_N;old mainland mythology grouping colonizer 
5986;BEL;BRU;POL;M;Inc2;3;4;Loc;Vis_1a4;3lang;etra_N;westerner culture civilization  
5987;BEL;BRU;POL;M;Inc3;3;3;Nat;Vis5;3lang;etra_O;sinning energy unstable multiculturalism 
5988;BEL;LEU;POL;M;Inc3;3;3;Inf;Vis5;4+lang;etra_N;freedom    
5989;BEL;LEU;POL;M;Inc3;3;3;Mul;Vis5;3lang;etra_N;moral values united constitution power democracy
5992;BEL;LEU;POL;F;Inc3;2;4;Sup;Vis5;4+lang;etra_N;new cooperation differences interesting central
5993;BEL;LEU;POL;M;Inc2;;3;Nat;Vis5;4+lang;etra_N;economy freedom progressive  
5994;BEL;LEU;POL;M;Inc1;1;1;Glo;Vis5;4+lang;etra_N;democracy imperialism individualism example diversity
5995;BEL;LEU;POL;M;Inc1;2;2;Glo;Vis5;3lang;etra_N;democracy imperialism individualism globalization 
5997;BEL;LEU;POL;F;Inc3;2;3;Loc;Vis5;3lang;etra_N;multilinguistical identity borders power culture
5998;BEL;LEU;POL;M;Inc3;3;3;Nat;Vis5;3lang;etra_N;compromise realistic moderate culture 
5999;BEL;LEU;POL;F;Inc3;4;4;Mul;Vis_1a4;4+lang;etra_O;economy future travels freedom federation
6000;BEL;LEU;POL;M;Inc3;3;3;Loc;Vis5;4+lang;etra_N;openmind social worldwide theatre citizen split up
6001;BEL;LEU;POL;F;Inc3;2;2;Glo;Vis5;4+lang;etra_N;cooperation fairness solidarity  
6002;BEL;LEU;POL;M;Inc2;3;3;Inf;Vis_1a4;2lang;etra_N;christian democratic citvilized economic liberal
6003;BEL;LEU;POL;M;Inc4;3;4;Nat;Vis5;3lang;etra_O;cultivated progressive brussels  
6004;BEL;LEU;POL;M;Inc3;3;3;Sup;Vis5;2lang;etra_N;ideal image future   
6005;BEL;LEU;POL;F;Inc3;3;3;Nat;Vis_1a4;3lang;etra_N;union unity money politic lag
6006;BEL;LEU;POL;F;Inc2;3;3;Glo;Vis5;4+lang;etra_N;community dialogue conflict  
6007;BEL;LEU;POL;M;Inc3;2;1;Glo;Vis5;4+lang;etra_N;intellect common values individualism technology 
6008;BEL;LEU;POL;M;Inc3;2;4;Nat;Vis5;3lang;etra_N;european union brussels politic  
6009;BEL;LEU;POL;M;Inc4;4;4;Loc;Vis_1a4;2lang;etra_N;brussels united parliament strasbourg farmers
6010;BEL;LEU;POL;M;Inc3;4;3;Loc;Vis5;3lang;etra_N;capitalism morality moderation wealth 
6011;BEL;LEU;POL;F;Inc2;3;2;Loc;Vis5;2lang;etra_N;history development wealth economic 
6012;BEL;LEU;POL;M;Inc3;3;2;Sup;Vis_1a4;3lang;etra_N;future opportunity decisions  
6013;BEL;LEU;POL;M;Inc3;3;4;Nat;Vis5;4+lang;etra_O;open borders a lot of rules euro currency milk formers protesting 
6014;BEL;LEU;POL;F;Inc2;2;3;Loc;Vis5;3lang;etra_N;split up inefficient   
6015;BEL;LEU;POL;F;Inc2;4;4;Nat;Vis5;4+lang;etra_O;westerns rich democratic diplomacy 
6016;BEL;LEU;POL;F;Inc2;3;2;Glo;Vis5;3lang;etra_N;landscape democracy diversity integration liberal
6017;BEL;LEU;POL;F;Inc3;3;2;Glo;Vis5;4+lang;etra_O;union cultures peace disagreement travels
6018;BEL;LEU;POL;M;Inc3;3;3;Inf;Vis5;3lang;etra_N;european union western politic cooperation big
6019;BEL;LEU;POL;F;Inc2;1;1;Mul;Vis5;3lang;etra_N;liberalism capitalism democracy west human rights
6020;BEL;LEU;POL;M;Inc3;4;4;Nat;Vis5;4+lang;etra_N;christian democracy equality liberal blue
6021;BEL;LEU;POL;F;Inc3;3;2;Loc;Vis5;3lang;etra_N;united collaboration multicultural cold wealth
6022;BEL;LEU;POL;F;Inc3;3;4;Nat;Vis5;4+lang;etra_N;economy democracy agitation integration 
6023;BEL;LEU;POL;F;Inc2;;2;Nat;Vis_1a4;3lang;etra_N;european union euro   
6024;BEL;LEU;POL;F;Inc3;2;1;Nat;Vis5;3lang;etra_N;european union openmindedness euro  
6025;BEL;LEU;POL;F;Inc3;3;3;Glo;Vis5;3lang;etra_N;union cultural difference openmindedness democracy 
6026;BEL;LEU;POL;F;Inc3;4;4;Nat;Vis5;3lang;etra_N;freedom old diversity  
6027;BEL;LGG;POL;M;Inc3;3;4;Nat;Vis5;3lang;etra_N;money president treaties member states brussels
6028;BEL;LGG;POL;M;Inc3;4;3;Loc;Vis5;3lang;etra_N;union colonialism belgium human rights economy
6029;BEL;LGG;POL;M;Inc3;3;3;Loc;Vis5;3lang;etra_N;mainland union genesis of history  
6030;BEL;LGG;POL;M;Inc3;3;3;Sup;Vis5;4+lang;etra_N;union economy culture  
6031;BEL;LGG;POL;M;Inc4;4;4;Sup;Vis5;3lang;etra_N;power future light youth project
6032;BEL;LGG;POL;M;Inc2;3;3;Sup;Vis5;2lang;etra_N;union great power confederalism power peace
6034;BEL;LGG;POL;F;Inc2;4;4;Nat;Vis5;2lang;etra_O;common market unity   
6036;BEL;LGG;POL;F;Inc3;3;3;Sup;Vis5;4+lang;etra_O;roman greek will of adventure  
6037;BEL;LGG;POL;M;Inc2;3;3;Nat;Vis5;3lang;etra_N;history the west union diversity north
6038;BEL;LGG;POL;M;Inc3;2;4;Nat;Vis5;4+lang;etra_N;diversity big organized  
6039;BEL;LGG;POL;F;Inc2;3;3;Oth;Vis5;3lang;etra_N;political advanced union commission euro
6040;BEL;LGG;POL;M;Inc2;3;4;Loc;Vis_1a4;2lang;etra_N;culture history nations  
6041;BEL;LGG;POL;M;Inc2;3;4;Loc;Vis5;4+lang;etra_N;community future strength opponent political
6042;BEL;LGG;POL;M;Inc3;3;2;Sup;Vis5;4+lang;etra_N;big europe geographic  
6043;BEL;LGG;POL;F;Inc2;2;2;Sup;Vis5;2lang;etra_N;union    
6044;BEL;LGG;POL;F;Inc2;3;3;Nat;Vis5;2lang;etra_N;union    
6046;BEL;LGG;POL;M;Inc3;3;3;Nat;Vis5;4+lang;etra_N;euro brussels 27 community institutions
6047;BEL;LGG;POL;M;Inc3;4;3;Nat;Vis5;2lang;etra_O;guardianship control liberalization  
6048;BEL;LGG;POL;M;Inc2;3;2;Glo;Vis_1a4;2lang;etra_N;old mainland lack of openness pioneer of the actual civilization  
6049;BEL;LGG;POL;M;Inc2;3;2;Sup;Vis_1a4;2lang;etra_N;rich culture union power consensus
6050;BEL;LGG;POL;M;Inc1;2;1;Nat;Vis_1a4;3lang;etra_N;union community brussels solidarity exchange
6052;BEL;LGG;POL;M;Inc3;4;4;Glo;Vis5;4+lang;etra_N;thief future hard human rights peace
6053;BEL;LGG;POL;F;Inc3;2;4;Glo;Vis5;4+lang;etra_O;free movement common market erasmus freedom 
6055;BEL;LGG;POL;M;Inc3;3;4;Nat;Vis5;3lang;etra_N;peace sound money freedom civil tranquility 
6056;BEL;LGG;POL;F;Inc4;4;4;Nat;Vis5;3lang;etra_N;diversity unity multiculturalism erasmus 
6057;BEL;LGG;POL;F;Inc3;4;4;Glo;Vis5;4+lang;etra_O;european union human rights common market peace area 
6059;BEL;LGG;POL;M;Inc4;3;4;Sup;Vis5;4+lang;etra_N;human rights bureaucracy peace prosperity freedom
6060;BEL;LGG;POL;M;Inc2;1;3;Sup;Vis_1a4;2lang;etra_N;union integration euro parliament community
6061;BEL;LGG;POL;F;Inc1;2;1;Nat;Vis5;4+lang;etra_N;territory outside power economy borders free exchange area
6062;BEL;LGG;POL;F;Inc3;3;3;Glo;Vis5;2lang;etra_N;integration representation peace treaty 
7328;BEL;BRU;SHS;F;Inc2;3;3;Sup;Vis_1a4;2lang;etra_N;european union peace eiffel tower  
7329;BEL;BRU;SHS;F;Inc4;4;4;Sup;Vis5;3lang;etra_N;union wealth power freedom 
7330;BEL;BRU;SHS;M;Inc3;2;3;Glo;Vis5;3lang;etra_N;trade history culture freedom future
7331;BEL;BRU;SHS;F;Inc3;4;4;Loc;Vis5;3lang;etra_N;union euro unity free exchange openness
7332;BEL;BRU;SHS;M;Inc3;4;4;Nat;Vis_1a4;2lang;etra_N;euro european union old mainland  
7333;BEL;BRU;SHS;M;Inc3;4;4;Loc;Vis_1a4;3lang;etra_N;political power economy van rompuy usa
7334;BEL;BRU;SHS;M;Inc3;4;3;Sup;Vis5;2lang;etra_N;mainland union blue parliament constitution
7335;BEL;BRU;SHS;M;Inc3;2;3;Mul;Vis5;3lang;etra_N;mainland power   
7336;BEL;BRU;SHS;M;Inc3;3;3;Nat;Vis5;3lang;etra_N;no borders exchange mobility  
7337;BEL;BRU;SHS;M;Inc2;3;1;Nat;Vis5;0-1lang;etra_N;economy union   
7338;BEL;BRU;SHS;F;Inc3;3;4;Loc;Vis5;3lang;etra_N;euro european union culture exchange 
7339;BEL;BRU;SHS;F;Inc3;4;4;Loc;Vis5;3lang;etra_N;union mainland brussels  
7340;BEL;BRU;SHS;F;Inc3;3;3;Sup;Vis5;2lang;etra_N;mainland openness union development wealth
7341;BEL;BRU;SHS;M;Inc2;3;4;Glo;Vis5;4+lang;etra_O;civil servant economy quotas easiness problem
7342;BEL;BRU;SHS;M;Inc2;4;4;Glo;Vis5;2lang;etra_N;diversity complexity power democracy 
7343;BEL;BRU;SHS;F;Inc4;4;4;Nat;Vis5;3lang;etra_N;united wealth safe diversity comfort
7344;BEL;BRU;SHS;F;Inc1;2;;Nat;Vis_1a4;0-1lang;etra_N;economy political centre influence 
7345;BEL;BRU;SHS;M;Inc3;3;3;Nat;Vis5;4+lang;etra_N;globalization fair trade standardization diversity exchanges
7346;BEL;LEU;SHS;M;Inc2;3;2;Nat;Vis5;3lang;etra_N;european union developed no unity culture 
7347;BEL;LEU;SHS;M;Inc3;3;4;Mul;Vis5;3lang;etra_N;van rompuy european union europa cup farmer allowance economic cooperation
7348;BEL;LEU;SHS;M;Inc4;4;4;Mul;Vis5;3lang;etra_N;european union mainland champions leagues europa league 
7349;BEL;LEU;SHS;M;Inc4;4;4;Mul;Vis5;3lang;etra_N;european union euro prosperity knowledge football
7350;BEL;LEU;SHS;M;Inc4;4;4;Nat;Vis5;3lang;etra_N;euro knowledge prosperity eurocentrism 
7351;BEL;LEU;SHS;M;Inc3;3;3;Nat;Vis5;3lang;etra_N;european union friendliness herman van rompuy karel de gucht brussels
7352;BEL;LEU;SHS;F;Inc3;3;4;Nat;Vis5;3lang;etra_N;european union internationalization prosperity at home 
7353;BEL;LEU;SHS;M;Inc4;4;4;Glo;Vis5;4+lang;etra_N;developed quiet mixed at home 
7354;BEL;LEU;SHS;F;Inc3;3;4;Glo;Vis5;4+lang;etra_O;god friendliness small various 
7355;BEL;LEU;SHS;M;Inc3;3;4;Sup;Vis5;3lang;etra_N;developed stable at home  
7356;BEL;LEU;SHS;F;Inc2;1;2;Nat;Vis5;3lang;etra_N;prosperity bad time heterogeneous guilty of imperialism 
7357;BEL;LEU;SHS;F;Inc3;2;3;Loc;Vis5;3lang;etra_N;power diversity   
7358;BEL;LEU;SHS;F;;3;3;Loc;Vis5;2lang;etra_N;european union industrialized country compromise  
7359;BEL;LEU;SHS;M;Inc3;3;3;Nat;Vis5;4+lang;etra_N;peace world    
7360;BEL;LEU;SHS;F;Inc3;2;3;Nat;Vis_1a4;4+lang;etra_N;european union euro main power facing to usa  
7361;BEL;LEU;SHS;F;Inc2;2;3;Loc;Vis5;3lang;etra_N;european union euro   
7362;BEL;LEU;SHS;F;Inc3;3;4;Glo;Vis5;4+lang;etra_N;small euro one in diversity  
7363;BEL;LEU;SHS;M;Inc3;2;3;Glo;Vis5;3lang;etra_N;economy unity freedom social democracy culture 
7364;BEL;LEU;SHS;F;Inc3;4;4;Nat;Vis5;3lang;etra_N;eurocentrism    
7365;BEL;LEU;SHS;F;Inc3;4;4;Glo;Vis5;4+lang;etra_N;european union euro   
7366;BEL;LGG;SHS;F;Inc3;2;3;Nat;Vis5;3lang;etra_N;association grouping culture community esperanto
7367;BEL;LGG;SHS;F;Inc2;3;4;Nat;Vis5;2lang;etra_O;peace the west wealth economic union 
7368;BEL;LGG;SHS;F;Inc3;3;2;Nat;Vis5;4+lang;etra_N;common money solidarity differences powerful 
7370;BEL;LGG;SHS;M;Inc2;1;1;Sup;Vis5;4+lang;etra_O;unity diversity frontex economy 
7371;BEL;LGG;SHS;M;Inc3;2;2;Loc;Vis5;0-1lang;etra_N;economic power multiculturalism mutual help  
7372;BEL;LGG;SHS;M;Inc3;3;3;Glo;Vis5;2lang;etra_N;union culture exchange  
7373;BEL;LGG;SHS;M;Inc2;2;2;Sup;Vis5;2lang;etra_N;diversity wealth divizion international brussels
7374;BEL;LGG;SHS;M;Inc4;4;4;Loc;Vis5;2lang;etra_N;union old mainland parceling  
7375;BEL;LGG;SHS;F;Inc3;4;4;Loc;Vis5;2lang;etra_O;union mutual help power  
7376;BEL;LGG;SHS;M;Inc2;3;3;Loc;Vis5;4+lang;etra_N;union mutual help compromise exchange 
7378;BEL;LGG;SHS;M;Inc3;4;3;Nat;Vis5;2lang;etra_N;independence unification wealth industrialization freedom
7379;BEL;LGG;SHS;M;Inc3;3;3;Sup;Vis5;2lang;etra_O;the west democracy old mainland peace 
7380;BEL;LGG;SHS;M;Inc2;2;3;Glo;Vis_1a4;2lang;etra_O;european union brussels strasbourg treaty of lisbon euro
7381;BEL;LGG;SHS;M;Inc3;4;4;Sup;Vis5;4+lang;etra_O;european union rich history supranationality economic power bloody past
7382;BEL;LGG;SHS;M;Inc2;4;3;Glo;Vis5;3lang;etra_O;union brussels strasbourg freedom strong group
7383;BEL;LGG;SHS;F;Inc3;4;4;Sup;Vis5;3lang;etra_N;opening solidarity unity tolerance diversity
7384;BEL;LGG;SHS;M;;3;;Nat;Vis5;3lang;etra_N;cultures traditions exchange heritage solidarity
7385;BEL;LGG;SHS;M;Inc3;2;4;Nat;Vis5;2lang;etra_N;unity culture common currency exchange free travel
7386;BEL;LGG;SHS;M;Inc3;2;3;Inf;Vis_1a4;3lang;etra_N;utopia group failure  
7387;BEL;LGG;SHS;F;Inc3;4;4;Nat;Vis5;2lang;etra_N;union common politics mutual help economic power 
7388;BEL;LGG;SHS;F;Inc3;4;4;Inf;Vis5;2lang;etra_O;euro    
7389;BEL;LGG;SHS;F;Inc2;2;2;Nat;Vis5;3lang;etra_O;mainland traditions community euro old
7390;BEL;LGG;SHS;F;Inc3;3;4;Loc;Vis5;2lang;etra_O;community euros international trade languages
7391;BEL;LGG;SHS;F;Inc3;4;4;Loc;Vis5;4+lang;etra_O;community trade borders euros holidays
637;FRA;LEH;ART;F;Inc3;3;3;  .;Vis_1a4;4+lang;etra_N;euro strasbourg exchanges  
639;FRA;LEH;ART;F;Inc2;4;4;Mul;Vis_1a4;3lang;etra_N;euro european union continent  
640;FRA;LEH;ART;M;Inc3;4;4;Oth;Vis_1a4;4+lang;etra_N;union economic politic market social
641;FRA;LEH;ART;F;Inc2;2;2;Inf;Vis_1a4;3lang;etra_N;european union euro   
642;FRA;LEH;ART;F;Inc3;3;3;Nat;Vis5;2lang;etra_N;european union small countries cultural capitals  
643;FRA;LEH;ART;M;Inc2;3;3;Nat;Vis_1a4;2lang;etra_N;euro constitution luxembourg western europe eastern europe
646;FRA;LEH;ART;F;Inc2;4;3;  .;Vis5;3lang;etra_N;large different   
650;FRA;LEH;ART;F;Inc2;4;4;Glo;Vis5;3lang;etra_N;union treaties constitutions  
651;FRA;LEH;ART;F;Inc3;4;4;Glo;Vis_1a4;2lang;etra_N;union difficulties hope politic financial interests
652;FRA;LEH;ART;M;Inc3;4;3;Inf;Vis_1a4;3lang;etra_N;euro bahi yi c'est tout quoi le reste c'est pourri   
653;FRA;LEH;ART;M;;;;Oth;Vis5;2lang;etra_N;liberal capitalism    
655;FRA;LEH;ART;F;Inc2;4;3;Loc;Vis_1a4;3lang;etra_N;fortress inequalities capitalism  
656;FRA;LEH;ART;F;Inc3;3;3;Glo;Vis_1a4;2lang;etra_N;we union respect continent 
658;FRA;LEH;ART;F;Inc3;4;4;Glo;Vis5;2lang;etra_N;capitalism euros exchanges selective openness 
662;FRA;PAR;ART;F;Inc1;3;1;Glo;Vis5;3lang;etra_N;continent trade centre americanisation  
663;FRA;PAR;ART;M;Inc2;2;3;Sup;Vis5;3lang;etra_O;tradition history melody arts creativity
664;FRA;PAR;ART;F;Inc3;3;3;Loc;Vis5;3lang;etra_N;to share mutual aid openness mobility unity
665;FRA;PAR;ART;F;Inc2;3;2;Nat;Vis_1a4;3lang;etra_O;euro openness schengen unity 
666;FRA;PAR;ART;F;Inc2;3;1;Loc;Vis_1a4;3lang;etra_N;confusion administration economy  
667;FRA;PAR;ART;M;Inc2;3;4;Glo;Vis_1a4;4+lang;etra_N;occidental culture colonization imperialism capitalism 
668;FRA;PAR;ART;F;Inc2;3;2;Sup;Vis5;2lang;etra_N;common laws peoples restriction control maintain
669;FRA;PAR;ART;F;Inc1;3;1;Glo;Vis_1a4;3lang;etra_N;proximity history peace  
670;FRA;PAR;ART;F;Inc3;3;3;Nat;Vis5;2lang;etra_N;rich divided between west and east   
671;FRA;PAR;ART;F;Inc4;4;4;Oth;Vis5;4+lang;etra_N;mana    
672;FRA;PAR;ART;F;Inc2;3;4;Nat;Vis5;3lang;etra_O;west renaissance caucasian wine 
673;FRA;PAR;ART;F;Inc2;2;2;Glo;Vis_1a4;3lang;etra_N;unity in diversity    
674;FRA;PAR;ART;F;Inc4;2;1;Loc;Vis_1a4;3lang;etra_N;enlightment crisis   
675;FRA;PAR;ART;M;Inc4;4;4;Nat;Vis_1a4;3lang;etra_N;euro borders power ribalry sharing
677;FRA;PAR;ART;M;Inc3;3;2;Nat;Vis5;2lang;etra_N;old continent    
678;FRA;PAR;ART;M;Inc2;3;1;Oth;Vis5;3lang;etra_N;old whore upper class working class aristocrat and libertarian  bertrand cantat 
679;FRA;PAR;ART;F;Inc2;3;3;Sup;Vis_1a4;3lang;etra_N;hypocrisy    
680;FRA;PAR;ART;F;Inc3;1;2;Nat;Vis_1a4;3lang;etra_N;security easy to travel wealth inequality 
681;FRA;PAR;ART;F;Inc3;3;3;Nat;Vis5;2lang;etra_N;euro openness diversity future 
683;FRA;PAR;ART;F;Inc1;3;3;Inf;Vis_1a4;3lang;etra_N;euro member states turkey relocation 
686;FRA;PAR;ART;F;Inc3;3;2;Loc;Vis_1a4;2lang;etra_N;exchange communication disagreement  
688;FRA;PAR;ART;F;Inc2;3;3;Nat;Vis_1a4;3lang;etra_N;european union    
689;FRA;PAR;ART;F;Inc3;1;1;Glo;Vis_1a4;3lang;etra_N;diversity originality freedom of mobility small but big 
690;FRA;PAR;ART;F;Inc2;3;3;Loc;Vis5;3lang;etra_N;mutual aid invisible consistency   
691;FRA;PAR;ART;F;Inc2;3;2;Loc;Vis5;3lang;etra_N;culture mixed race moderation of political and religious doctrine christianism secularism
693;FRA;PAR;ART;F;Inc3;2;2;Nat;Vis5;3lang;etra_N;change solidarity building progression 
694;FRA;PAR;ART;F;Inc4;3;3;Loc;Vis_1a4;2lang;etra_N;community building civilization mobility industry
695;FRA;PAR;ART;M;Inc3;;3;Sup;Vis5;3lang;etra_N;the west old continent industry illustrious 
696;FRA;PAR;ART;F;Inc2;2;2;Glo;Vis_1a4;2lang;etra_N;cooperation english free mobility euro 
697;FRA;PAR;ART;F;Inc2;3;2;Sup;Vis_1a4;3lang;etra_N;unefficiency inequality   
698;FRA;PAR;ART;F;Inc3;3;2;Nat;Vis_1a4;0-1lang;etra_N;free mobility free trade   
2119;FRA;LEH;BUS;F;Inc2;2;2;Sup;Vis_1a4;2lang;etra_N;discipline progress tramps : drug addicted  
2120;FRA;LEH;BUS;F;Inc3;4;4;Loc;Vis5;3lang;etra_N;european union euro freedom north countries 2nd world power
2121;FRA;LEH;BUS;F;Inc2;3;2;Loc;Vis5;4+lang;etra_N;european union  no use free trade euro picture figuration
2122;FRA;LEH;BUS;F;Inc2;2;2;Loc;Vis_1a4;3lang;etra_N;unique currency roma treaty european parliament  
2123;FRA;LEH;BUS;M;Inc3;4;4;Mul;Vis_1a4;3lang;etra_O;economical union    
2124;FRA;LEH;BUS;F;Inc2;4;3;Glo;Vis_1a4;3lang;etra_N;unity solidarity disparities development continent
2125;FRA;LEH;BUS;M;;;;Inf;Vis_1a4;2lang;etra_N;continent union world economic pole  
2126;FRA;LEH;BUS;F;Inc1;1;1;Loc;Vis_O;3lang;etra_N;wealth development union tourism 
2127;FRA;LEH;BUS;M;Inc2;1;1;Nat;Vis_1a4;2lang;etra_N;old continent union power  
2128;FRA;LEH;BUS;M;Inc2;4;4;Mul;Vis5;4+lang;etra_O;developed countries    
2130;FRA;LEH;BUS;F;;3;3;  .;Vis_1a4;0-1lang;etra_N;development    
2131;FRA;LEH;BUS;M;;;;Loc;Vis_1a4;3lang;etra_O;paris berlin rome brussels london
2132;FRA;LEH;BUS;M;Inc2;2;2;Loc;Vis_1a4;3lang;etra_N;strong rich large numerous advanced
2134;FRA;LEH;BUS;F;Inc3;3;3;Inf;Vis_1a4;3lang;etra_N;numerous large   
2136;FRA;LEH;BUS;M;Inc3;3;4;  .;Vis_1a4;3lang;etra_O;advanced nice large  
2137;FRA;LEH;BUS;F;Inc3;2;4;Nat;Vis5;4+lang;etra_N;union strength economy development 
2138;FRA;LEH;BUS;F;Inc2;1;3;Glo;Vis_1a4;4+lang;etra_O;immigration wealth tolerance freedom self fullfilment
2139;FRA;LEH;BUS;M;Inc3;2;3;Loc;Vis_1a4;3lang;etra_O;modern advanced   
2140;FRA;LEH;BUS;F;Inc3;4;4;Glo;Vis_1a4;4+lang;etra_O;economy politic united  
2141;FRA;LEH;BUS;F;Inc1;3;3;Loc;Vis5;3lang;etra_O;union    
2143;FRA;LEH;BUS;F;Inc3;3;4;Nat;Vis5;3lang;etra_O;euro hard time  la galère   
2144;FRA;LEH;BUS;F;Inc1;1;1;Nat;Vis5;3lang;etra_O;economy development euro  
2145;FRA;LEH;BUS;M;Inc3;3;3;Glo;Vis5;4+lang;etra_O;high live level high tax level   
2146;FRA;PAR;BUS;M;Inc2;2;3;Oth;Vis5;2lang;etra_N;unity brotherhood peace french-german friendship 
2148;FRA;PAR;BUS;M;Inc3;3;3;Loc;Vis5;4+lang;etra_N;capitalism common interest inequality non-identity 
2149;FRA;PAR;BUS;M;Inc3;4;2;Nat;Vis5;3lang;etra_N;history unity diversity risky 
2151;FRA;PAR;BUS;F;Inc3;3;3;Nat;Vis5;3lang;etra_N;community culture knowledge economy landscape
2152;FRA;PAR;BUS;F;Inc2;1;1;Nat;Vis5;3lang;etra_N;union decision power federation supranational character
2154;FRA;PAR;BUS;F;Inc3;3;3;Inf;Vis_1a4;3lang;etra_N;union free trade culture democracy 
2155;FRA;PAR;BUS;M;Inc2;3;2;Nat;Vis_1a4;3lang;etra_N;freedom equality justice change  euro power
2156;FRA;PAR;BUS;M;Inc2;3;2;Sup;Vis5;3lang;etra_O;united power developed  
2157;FRA;PAR;BUS;F;Inc3;4;4;Nat;Vis5;3lang;etra_N;opening power solidarity tolerant old
