num;G_State;G_City;G_Study;A1_Gender;A10_LevInc;A11_LevEdu_f;A12_LevEdu_m;A13_Rank1;PaysVis;Mixit;Nblang;VecuEtranger;D2_tot
194;BRA;POA;ART;M;Inc3;EduF3;EduM3;(6) Oth;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;euro eiffel tower madrid bullfighting rome england
195;BRA;POA;ART;M;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;policy old civilization international standard classical culture
196;BRA;POA;ART;F;Inc4;EduF3;EduM4;(5) Glo;Nb_Vis5;Mixit_N;3lang;Vecu_etra_N;antiquity culture old beauty travel
198;BRA;SAO;ART;F;Inc2;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;origins frist world   
199;BRA;SAO;ART;F;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;euro origins first world education 
200;BRA;SAO;ART;F;Inc2;EduF3;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;tradition wealth beauty  
201;BRA;SAO;ART;M;Inc3;EduF3;;(5) Glo;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;development education wealth  
202;BRA;SAO;ART;F;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;countries politically strong    
203;BRA;SAO;ART;F;Inc2;EduF1;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;beauty antiquity history excellent education 
204;BRA;SAO;ART;F;Inc2;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;development architecture good food good drinks culture
205;BRA;SAO;ART;F;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;culture wealth development caucasian fashion
207;BRA;SAO;ART;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;first world    
208;BRA;SAO;ART;F;Inc3;EduF1;EduM1;(1) Loc;Nb_Vis_1a4;Mixit_O;2lang;Vecu_etra_N;wealth development technology future 
209;BRA;SAO;ART;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_O;old    
210;BRA;SAO;ART;F;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis5;Mixit_N;4+lang;Vecu_etra_N;fashion centre culture historical museums people educated chanel
212;BRA;SAO;ART;F;Inc2;EduF3;EduM2;(6) Oth;Nb_Vis_O;Mixit_O;0-1lang;Vecu_etra_N;old cloudy dirt  
213;BRA;SAO;ART;F;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;art descent old  
214;BRA;SAO;ART;F;Inc2;EduF2;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;4+lang;Vecu_etra_N;thought pole wealth first world development 
215;BRA;SAO;ART;F;Inc3;EduF3;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;freedom independence   
216;BRA;SAO;ART;F;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;evolution technology knowledge freedom 
217;BRA;SAO;ART;F;Inc1;EduF4;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;freedom    
219;BRA;SAO;ART;F;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;independence opportunity   
220;BRA;SAO;ART;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;old tradition fashion middle age 
221;BRA;SAO;ART;F;Inc3;EduF4;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;euro first world   
222;BRA;SAO;ART;F;Inc2;EduF4;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;innovation evolution fashion euro dream
223;BRA;SAO;ART;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;euro travel arts  
224;BRA;SAO;ART;F;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;euro tradition opportunity  
225;BRA;SAO;ART;F;Inc2;EduF3;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;european union eastern europe tourism  
226;BRA;SAO;ART;F;Inc2;EduF4;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;cold good university snobbish  
227;BRA;SAO;ART;F;Inc3;EduF4;EduM4;(4) Sup;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;culture tradition evolution technology education
228;BRA;SAO;ART;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;central evolution technology  
229;BRA;SAO;ART;F;Inc3;EduF3;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_O;history civilization education  
230;BRA;SAO;ART;F;Inc2;EduF4;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;first world advance master's degree  
231;BRA;SAO;ART;F;Inc2;EduF3;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;first world development better conditions  
232;BRA;SAO;ART;F;Inc2;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_O;2lang;Vecu_etra_N;money several languages   
233;BRA;SAO;ART;F;Inc3;EduF4;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;first world    
234;BRA;SAO;ART;F;Inc2;EduF3;EduM4;(6) Oth;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_O;order power history foreign unjust
235;BRA;SAO;ART;F;Inc2;EduF3;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_O;euro european union culture quality of life 
236;BRA;SAO;ART;F;Inc4;EduF4;EduM4;(3) Nat;Nb_Vis5;Mixit_N;3lang;Vecu_etra_O;european union eurocentrism map  
237;BRA;SAO;ART;F;Inc2;EduF3;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;european union old world history  
238;BRA;SAO;ART;F;Inc3;EduF4;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;euro    
239;BRA;SAO;ART;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;united kingdom euro education  
240;BRA;SAO;ART;M;Inc1;EduF1;EduM2;(4) Sup;Nb_Vis_O;Mixit_O;2lang;Vecu_etra_N;instrumentalist industry anti religious discriminationist demagogue
241;CHN;BJS;ART;M;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;clean fashionable healthy civilized 
242;CHN;BJS;ART;F;Inc3;EduF4;EduM4;(1) Loc;Nb_Vis_O;Mixit_O;2lang;Vecu_etra_N;developed economy beauteous environment linguistic diversity  
244;CHN;BJS;ART;M;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;small area small population good environment beautiful scenery 
245;CHN;BJS;ART;M;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;gleichschaltung contradiction civilized bright future 
246;CHN;BJS;ART;M;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;free developed democratic lodgeable 
247;CHN;BJS;ART;M;Inc3;EduF4;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;small cold foolish leisure expensive
248;CHN;BJS;ART;M;Inc1;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;morden civilization classical architecture the homeland of white 
249;CHN;BJS;ART;M;Inc1;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;capitalism    
252;CHN;BJS;ART;M;Inc1;EduF4;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;persistent prosperous confusion independent 
253;CHN;BJS;ART;M;Inc2;EduF4;EduM4;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;developed minded jaundiced civilized 
254;CHN;BJS;ART;M;Inc1;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;3lang;Vecu_etra_N;european union small many countries rich 
258;CHN;BJS;ART;M;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic rich advanced civilized developed
259;CHN;BJS;ART;M;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;4+lang;Vecu_etra_N;euro europe cup tourism  
260;CHN;BJS;ART;M;Inc3;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;democratic developed   
261;CHN;BJS;ART;M;Inc2;EduF2;EduM2;(6) Oth;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;free comfortable equality  
263;CHN;BJS;ART;F;Inc3;EduF3;EduM3;      .;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;romantic pretty relaxed  
264;CHN;BJS;ART;F;Inc2;EduF2;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed civilized war schismatical 
265;CHN;BJS;ART;F;Inc2;EduF2;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;war developed civilized divisive 
266;CHN;BJS;ART;F;Inc3;EduF3;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;modern rich pretty flourishing 
267;CHN;BJS;ART;F;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;fashionable west amorous feelings  
268;CHN;BJS;ART;F;Inc3;EduF2;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;fashionable sumptuosity elegance  
270;CHN;BJS;ART;F;Inc2;EduF2;EduM2;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;good leisure   
271;CHN;BJS;ART;F;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;free west classical equality flowers
272;CHN;BJS;ART;F;Inc2;EduF3;EduM3;(4) Sup;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;west tradition cultural differences developed arrogant
273;CHN;BJS;ART;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;small    
274;CHN;BJS;ART;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;mess    
277;CHN;BJS;ART;F;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;free fashionable civilized developed 
278;CHN;BJS;ART;F;Inc2;EduF3;EduM3;(7)Mul;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;beautiful revival of learning fancy architecture democracy 
279;CHN;BJS;ART;F;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;exquisite ancient long history  
280;CHN;BJS;ART;F;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed rich fashion beautiful environment high consumption of resources
281;CHN;CAN;ART;F;Inc1;EduF2;EduM2;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;resourceful outstanding comfortable  
282;CHN;CAN;ART;F;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;ancient amorous feelings   
283;CHN;CAN;ART;F;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;pretty romantic mysterious  
284;CHN;CAN;ART;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;rich civilized   
285;CHN;CAN;ART;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;quiet rich leisure harmonious simple and unsophisticated
286;CHN;CAN;ART;F;Inc2;EduF1;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich developed   
287;CHN;CAN;ART;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;wet mediterranean climate beautiful scenery rurality 
288;CHN;CAN;ART;F;Inc2;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed fashionable delicacy numerous and heavy contracted
289;CHN;CAN;ART;F;Inc2;EduF1;EduM1;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;pretty mysterious   
290;CHN;CAN;ART;F;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;fashionable prosperous polarization rich 
291;CHN;CAN;ART;F;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;euro european union financial centre design centre 
292;CHN;CAN;ART;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;capitalism romantic small democratic rich
293;CHN;CAN;ART;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;advance ancient prosperous  
294;CHN;CAN;ART;F;Inc2;EduF1;EduM1;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed civilized   
295;CHN;CAN;ART;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;beautiful scenery good environment art  
296;CHN;CAN;ART;F;Inc3;EduF3;EduM4;(5) Glo;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;pretty prosperous   
297;CHN;CAN;ART;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed fashionable good welfare  
298;CHN;CAN;ART;F;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed french benefits livable fashionable 
299;CHN;CAN;ART;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;rainy prosperous   
300;CHN;CAN;ART;M;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;not real civilization    
301;CHN;CAN;ART;M;Inc2;EduF2;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;humidclimate lodgeable   
302;CHN;CAN;ART;M;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic mean and ferocious   
303;CHN;CAN;ART;M;Inc3;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;art romantic developed leisure graceful
304;CHN;CAN;ART;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich civilized advanced developed 
305;CHN;CAN;ART;M;Inc1;EduF4;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;rich    
306;CHN;CAN;ART;M;Inc2;EduF1;EduM2;(7)Mul;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;beautiful elegant rich  
307;CHN;CAN;ART;M;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;beautiful developed friendly solidarity 
308;CHN;CAN;ART;M;Inc2;EduF2;EduM1;(2) Inf;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;advanced clean   
309;CHN;CAN;ART;M;Inc2;EduF4;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;art classical   
310;CHN;CAN;ART;M;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed clean high quality attractions 
311;CHN;CAN;ART;M;Inc1;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;romantic beautiful   
312;CHN;CAN;ART;M;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;football holy land    
313;CHN;CAN;ART;M;Inc3;EduF2;EduM2;(6) Oth;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic arts   
314;CHN;CAN;ART;M;Inc3;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;open developed   
315;CHN;CAN;ART;M;Inc2;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;classical noble   
316;CHN;CAN;ART;M;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic leisure elegant fairy 
317;CHN;CAN;ART;M;Inc2;EduF2;EduM2;(4) Sup;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;pretty developed peace  
318;CHN;CAN;ART;M;Inc2;EduF3;EduM3;(4) Sup;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic ancient stimulation warm cold
319;CHN;CAN;ART;M;Inc1;EduF1;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;classical elegant   
320;CHN;CAN;ART;M;Inc1;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed flat democracy  
321;CHN;NKG;ART;F;Inc2;EduF4;EduM4;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;ancient classical baroque  
322;CHN;NKG;ART;F;Inc3;EduF3;EduM3;      .;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;a vast territory with rich resources an inspiring a place producing outstanding people   
323;CHN;NKG;ART;F;Inc2;EduF4;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;pretty romantic yearning  
325;CHN;NKG;ART;F;Inc1;EduF2;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;strong sketchy   
326;CHN;NKG;ART;F;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;open romantic   
327;CHN;NKG;ART;F;Inc1;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed clean pretty civilized original
328;CHN;NKG;ART;F;Inc2;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;economically advanced beautiful environment   
329;CHN;NKG;ART;F;Inc2;EduF2;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;beautiful cool clean developed free
330;CHN;NKG;ART;F;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;fashionable developed   
331;CHN;NKG;ART;M;Inc3;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich developed horrific  
332;CHN;NKG;ART;M;Inc3;EduF4;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed fashionable   
333;CHN;NKG;ART;M;Inc1;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;open beautiful environment good social welfare  
334;CHN;NKG;ART;M;Inc2;EduF1;EduM2;(2) Inf;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;classical    
335;CHN;NKG;ART;M;Inc2;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic pretty rich  
336;CHN;NKG;ART;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;civilized modern developed  
337;CHN;NKG;ART;F;Inc1;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;economically advanced long historical standing beautiful scenery  
338;CHN;NKG;ART;F;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;graceful elegance fresh and cool  
339;CHN;NKG;ART;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;economically advanced dense population   
340;CHN;NKG;ART;F;Inc4;EduF4;EduM4;(4) Sup;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;civilized rich elegant  
341;CHN;NKG;ART;F;Inc3;EduF2;EduM4;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;civilized romantic romantic noble 
342;CHN;NKG;ART;F;Inc3;EduF1;EduM1;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed prosperous   
343;CHN;NKG;ART;M;Inc2;EduF2;EduM2;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;pretty good artistic atmosphere   
344;CHN;NKG;ART;M;Inc3;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich    
345;CHN;NKG;ART;M;Inc2;EduF1;EduM1;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich pretty prosperous  
346;CHN;NKG;ART;M;Inc1;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;know well mysterious   
347;CHN;NKG;ART;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;mysterious clean rich yearning 
348;CHN;NKG;ART;M;Inc1;EduF4;EduM1;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;superiority aging maleficent  
349;CHN;NKG;ART;M;Inc2;EduF1;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed normal beautiful environment  
350;CHN;NKG;ART;M;Inc1;EduF4;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;beautiful environment economically advanced many countries civilized 
351;CHN;NKG;ART;M;Inc3;EduF1;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic open humorous amorous feelings 
352;CHN;NKG;ART;M;Inc3;EduF3;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed capitalism   
353;CHN;NKG;ART;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic rich developed  
354;CHN;NKG;ART;M;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;good    
355;CHN;NKG;ART;M;Inc3;EduF2;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;developed product-process technology   
356;CHN;NKG;ART;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;beautiful environment    
357;CHN;NKG;ART;F;Inc3;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic rich open union humorous
358;CHN;NKG;ART;F;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;romantic prosperous   
359;CHN;NKG;ART;F;Inc3;EduF2;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;strong developed   
360;CHN;NKG;ART;F;Inc4;EduF1;EduM1;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;small romantic rich mysterious 
361;CHN;SHA;ART;M;Inc3;EduF2;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;elegant arts grade  
362;CHN;SHA;ART;F;Inc3;EduF3;EduM4;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;strong money interest hegemony bored
363;CHN;SHA;ART;M;Inc2;EduF3;EduM2;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;economic welfare   
364;CHN;SHA;ART;M;Inc3;EduF4;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;beautiful clean rich developed civilization
365;CHN;SHA;ART;F;Inc3;EduF3;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;elegant beautiful   
366;CHN;SHA;ART;F;Inc2;EduF2;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;historic arts beautiful  
367;CHN;SHA;ART;F;Inc2;EduF2;EduM2;(1) Loc;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;broad civilization   
368;CHN;SHA;ART;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;beautiful longing cozy expensive 
369;CHN;SHA;ART;F;Inc2;EduF3;EduM3;(1) Loc;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;established beautiful   
370;CHN;SHA;ART;F;Inc2;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;mystery beautiful cultural  
371;CHN;SHA;ART;M;Inc3;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;fine old   
372;CHN;SHA;ART;M;Inc3;EduF3;EduM2;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;elegant fine art freedom 
373;CHN;SHA;ART;M;Inc2;EduF2;EduM2;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;elegant fine art  
374;CHN;SHA;ART;M;Inc3;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;old gorgeous nature beautiful arrogant
375;CHN;SHA;ART;M;Inc2;EduF3;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;classical beautiful fine leisure 
376;CHN;SHA;ART;M;Inc2;EduF3;EduM3;(2) Inf;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;climate pollution   
377;CHN;SHA;ART;M;Inc2;EduF4;EduM4;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;busy classical romantic comfort 
378;CHN;SHA;ART;M;Inc2;EduF1;EduM1;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;rich romantic   
379;CHN;SHA;ART;F;Inc2;EduF3;EduM3;(5) Glo;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;classical beautiful fine leisure quiet
380;CHN;SHA;ART;F;Inc2;EduF2;EduM1;(3) Nat;Nb_Vis_1a4;Mixit_N;3lang;Vecu_etra_N;rich fashion   
381;CHN;SHA;ART;F;Inc3;EduF3;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;0-1lang;Vecu_etra_N;alliance castle royal renaissance 
382;CHN;SHA;ART;F;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_O;Mixit_N;2lang;Vecu_etra_N;rich climate   
383;CHN;SHA;ART;F;Inc2;EduF2;EduM3;(3) Nat;Nb_Vis_1a4;Mixit_N;2lang;Vecu_etra_N;noble grand elegant freedom 
